2
0,5
0,6
5.0,19.16157378418023,3.7984730631020582
3.9720776588221565,5.193872981759587,2.3316055437530374
4.726251329601054,5.185586399787063,4.229305184036286
0.41687151866197036,3.4175829372556725,7.34769081395718
3.6177636800437663,5.278879976195765,1.692040193741363
3.1443889772459155,6.0,0.1581164225684463
5.0,0.0,3.61
2.497826810277493,6.0,0.5187585916880865
3.9708971569618363,2.2651664650023973,1.9395138837935586
0.25636264949908505,2.7047489238078946,8.444269643549134
2.6751000454866967,0.0,0.1805399713454073
1.88843580856463,0.0,1.4678877899684422
0.21468682136227824,3.488894398679127,8.556724578295603
2.9409706815008696,0.8569485413886898,1.1679031812093643
0.5114525082231214,3.9780861993134415,7.802591112469187
3.2958099723676644,0.0,0.038341545278625454
2.6857862791455336,3.2369338249040864,0.1896978664980472
2.5570418940006565,2.5600184418342917,0.8983524343969997
3.2893633352243623,3.534309899176775,0.3287773796244476
2.7169547191737053,3.9403595556423174,1.1734579788494588
3.095911731913893,3.069268574400225,0.010460030860643446
3.9839442370389717,5.5005245964871925,1.7758825361356
1.99621100337016,1.1026026083735296,2.8110516738642226
1.489918396428015,1.4074690813319037,4.539483906307053
1.4224852428799823,6.0,2.97020180162294
5.0,3.0513110072900886,3.626257309326417
0.0,0.0,9.610000000000001
3.8672754022134908,5.012758428528613,2.4136297202586707
0.17447922270547034,4.312676469507677,10.255790876687703
0.6346821303315037,0.7234626458180073,6.954237700618183
0.11205543478889857,0.7610426860693207,9.8791210310437
0.3573322291864689,2.061554811637482,9.077988568064828
3.0251007288661356,3.18251093259197,0.008956643480476919
4.284373206260729,5.897306403876294,1.6860540017188288
4.737345541665448,2.4826058098201846,3.430762562521154
1.0425975713406654,2.4216713827013354,5.102324933062862
1.0332655882988506,1.4044281546576005,6.216543238077494
0.8514377007970103,4.811327439608887,7.036518573300384
0.4749171263877089,5.573220293212725,7.740765445782019
1.7067104784158587,5.489565227058657,2.9576987833453225
4.901194566241266,3.9390736520929748,4.268465183694065
2.056511151437822,1.8945891537828594,2.8864115833840236
0.999476678178477,5.293757614012859,5.8090267268749445
1.8420607092023196,5.495365880493204,2.587253766984202
4.076152557496463,1.6672490950663,2.934325169868474
1.1026982515659411,5.564012522769004,4.857150445198227
0.24373903926045826,1.5535741501489497,10.157633527754642
2.9013691091968683,4.024015152249185,1.2322873786368893
3.9972350376107624,0.7556001732387567,1.7454700037853215
1.7625864628622911,4.890872711345533,3.725635773001483
0.7288076428270757,0.8339244088265081,6.719453398068756
2.903161093231837,0.4901729699876869,0.4820103440163217
2.701684462596136,5.295217120273068,1.5528027413937995
0.9020929723277987,4.307966880968538,6.5211304064758275
1.7906161284928142,2.044777404156589,3.2978256184138592
2.2422983154801575,1.7151877210786206,2.694243409503751
3.12579152403722,3.149133575028258,0.0007789315486712518
0.21120292290180365,5.345706492038744,9.644641634225994
3.783361963991742,2.351806518629745,1.4757594043065554
0.7340237144453343,1.0291113946707695,7.06619739932765
2.5987199952514866,5.00449593105143,2.0854275546044603
4.020255855809285,3.310043306485343,0.9030873278726247
4.940112579087279,0.692230839273849,4.200756060263316
3.7644290207494575,5.598758701622826,1.2408925863388565
1.2423069820040396,2.782157964560505,3.698472585869735
1.4142575834800493,4.864118363670645,4.796036136234848
3.3165330662069605,5.928259695569147,0.2884277234348546
1.9099025482153702,1.0059971384247877,2.843354951225969
4.8381032322087325,2.9102191238101587,3.1261732796007022
3.658845262269877,2.406417452283264,1.212030924036893
2.1525057340231113,4.10404097405677,2.244492021444285
1.2370896049235496,5.686660612449356,4.101607949969733
4.5089273021773355,3.604874968075536,2.38449183177669
0.18496288609240907,0.16949283953941685,8.554348932028939
1.7027563783898847,4.1943717680889225,3.4619259350440483
2.516178997686115,2.101817618714378,1.827936166809113
1.5577736851414659,0.14197586227633652,2.418506150462815
4.724220119160219,4.192661931038929,4.144781964861419
3.985372860309778,5.324546172398664,2.1234760271045983
2.9629801982603663,5.1916255075752495,1.5935446040325518
2.491488785243203,4.769487418147987,2.3637725182885623
1.834409988880581,5.664775791235906,2.2739149313700655
0.3661658869118678,0.7487017554786959,8.400522012770391
4.0994443939935135,0.7981671654728462,2.0244243249893534
2.3891948134088397,0.1595811676628014,0.555745426968429
4.603203836339508,0.9920835411312008,3.661320221248115
2.2604699244592084,2.7110155696502436,1.0532483914798572
4.401088954958398,2.8912223049581494,1.8156052567114058
